test_id,n,alpha,rep,algorithm,iteration,weight_regime,metric_name,metric_value
W0,4,1.5,46,Oracle,-1,mixed,oracle_size,4
W0,4,1.5,46,Oracle,-1,mixed,oracle_value,-18
W0,4,1.5,46,HungarianMatcher+BellmanFordStrategy,0,mixed,defect_at_iteration,3
W0,4,1.5,46,HungarianMatcher+BellmanFordStrategy,1,mixed,defect_at_iteration,2
W0,4,1.5,46,HungarianMatcher+BellmanFordStrategy,2,mixed,defect_at_iteration,1
W0,4,1.5,46,HungarianMatcher+BellmanFordStrategy,3,mixed,defect_at_iteration,0
W0,4,1.5,46,HungarianMatcher+BellmanFordStrategy,-1,mixed,augmentation_count,4
W0,4,1.5,46,HungarianMatcher+BellmanFordStrategy,-1,mixed,matching_value,-18
W0,4,1.5,46,HungarianMatcher+BellmanFordStrategy,-1,mixed,matching_size,4
W0,4,1.5,46,HungarianMatcher+BellmanFordStrategy,-1,mixed,wall_clock_ms,0.007488
W0,4,1.5,46,HungarianMatcher+JohnsonDijkstraStrategy,0,mixed,edge_relaxations,8
W0,4,1.5,46,HungarianMatcher+JohnsonDijkstraStrategy,0,mixed,defect_at_iteration,3
W0,4,1.5,46,HungarianMatcher+JohnsonDijkstraStrategy,1,mixed,edge_relaxations,8
W0,4,1.5,46,HungarianMatcher+JohnsonDijkstraStrategy,1,mixed,defect_at_iteration,2
W0,4,1.5,46,HungarianMatcher+JohnsonDijkstraStrategy,2,mixed,edge_relaxations,8
W0,4,1.5,46,HungarianMatcher+JohnsonDijkstraStrategy,2,mixed,defect_at_iteration,1
W0,4,1.5,46,HungarianMatcher+JohnsonDijkstraStrategy,3,mixed,edge_relaxations,5
W0,4,1.5,46,HungarianMatcher+JohnsonDijkstraStrategy,3,mixed,defect_at_iteration,0
W0,4,1.5,46,HungarianMatcher+JohnsonDijkstraStrategy,-1,mixed,augmentation_count,4
W0,4,1.5,46,HungarianMatcher+JohnsonDijkstraStrategy,-1,mixed,matching_value,-18
W0,4,1.5,46,HungarianMatcher+JohnsonDijkstraStrategy,-1,mixed,matching_size,4
W0,4,1.5,46,HungarianMatcher+JohnsonDijkstraStrategy,-1,mixed,wall_clock_ms,0.009294
