test_id,n,alpha,rep,algorithm,iteration,weight_regime,metric_name,metric_value
C1,10000,1.5,18,SimpleAugmentingMatcher,-1,na,wall_clock_ms,152843
C1,10000,1.5,18,SimpleAugmentingMatcher,-1,na,matching_size,10000
C1,10000,1.5,18,HopcroftKarpMatcher,0,na,paths_found_per_phase,9927
C1,10000,1.5,18,HopcroftKarpMatcher,0,na,bfs_edges_visited,1e+06
C1,10000,1.5,18,HopcroftKarpMatcher,0,na,dfs_edges_visited,500432
C1,10000,1.5,18,HopcroftKarpMatcher,0,na,defect_at_iteration,73
C1,10000,1.5,18,HopcroftKarpMatcher,1,na,paths_found_per_phase,73
C1,10000,1.5,18,HopcroftKarpMatcher,1,na,bfs_edges_visited,520085
C1,10000,1.5,18,HopcroftKarpMatcher,1,na,dfs_edges_visited,51250
C1,10000,1.5,18,HopcroftKarpMatcher,1,na,defect_at_iteration,0
C1,10000,1.5,18,HopcroftKarpMatcher,-1,na,phase_count,2
C1,10000,1.5,18,HopcroftKarpMatcher,-1,na,main_loop_iters,2
C1,10000,1.5,18,HopcroftKarpMatcher,-1,na,total_bfs_edges_visited,1.52008e+06
C1,10000,1.5,18,HopcroftKarpMatcher,-1,na,total_edges_visited,2.07177e+06
C1,10000,1.5,18,HopcroftKarpMatcher,-1,na,matching_size,10000
C1,10000,1.5,18,HopcroftKarpMatcher,-1,na,wall_clock_ms,220.945
C1,10000,1.5,18,HopcroftKarpMatcher,-1,na,matching_size,10000
