test_id,n,alpha,rep,algorithm,iteration,weight_regime,metric_name,metric_value
U2,500,1.5,2,SimpleAugmentingMatcher,-1,na,wall_clock_ms,26.7889
U2,500,1.5,2,SimpleAugmentingMatcher,-1,na,matching_size,500
U2,500,1.5,2,HopcroftKarpMatcher,0,na,paths_found_per_phase,484
U2,500,1.5,2,HopcroftKarpMatcher,0,na,bfs_edges_visited,11180
U2,500,1.5,2,HopcroftKarpMatcher,0,na,dfs_edges_visited,5613
U2,500,1.5,2,HopcroftKarpMatcher,0,na,defect_at_iteration,16
U2,500,1.5,2,HopcroftKarpMatcher,1,na,paths_found_per_phase,16
U2,500,1.5,2,HopcroftKarpMatcher,1,na,bfs_edges_visited,5895
U2,500,1.5,2,HopcroftKarpMatcher,1,na,dfs_edges_visited,1759
U2,500,1.5,2,HopcroftKarpMatcher,1,na,defect_at_iteration,0
U2,500,1.5,2,HopcroftKarpMatcher,-1,na,phase_count,2
U2,500,1.5,2,HopcroftKarpMatcher,-1,na,main_loop_iters,2
U2,500,1.5,2,HopcroftKarpMatcher,-1,na,total_bfs_edges_visited,17075
U2,500,1.5,2,HopcroftKarpMatcher,-1,na,total_edges_visited,24447
U2,500,1.5,2,HopcroftKarpMatcher,-1,na,matching_size,500
U2,500,1.5,2,HopcroftKarpMatcher,-1,na,wall_clock_ms,1.2945
U2,500,1.5,2,HopcroftKarpMatcher,-1,na,matching_size,500
