test_id,n,alpha,rep,algorithm,iteration,weight_regime,metric_name,metric_value
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,0,mixed,defect_at_iteration,49
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,1,mixed,defect_at_iteration,48
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,2,mixed,defect_at_iteration,47
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,3,mixed,defect_at_iteration,46
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,4,mixed,defect_at_iteration,45
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,5,mixed,defect_at_iteration,44
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,6,mixed,defect_at_iteration,43
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,7,mixed,defect_at_iteration,42
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,8,mixed,defect_at_iteration,41
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,9,mixed,defect_at_iteration,40
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,10,mixed,defect_at_iteration,39
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,11,mixed,defect_at_iteration,38
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,12,mixed,defect_at_iteration,37
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,13,mixed,defect_at_iteration,36
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,14,mixed,defect_at_iteration,35
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,15,mixed,defect_at_iteration,34
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,16,mixed,defect_at_iteration,33
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,17,mixed,defect_at_iteration,32
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,18,mixed,defect_at_iteration,31
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,19,mixed,defect_at_iteration,30
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,20,mixed,defect_at_iteration,29
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,21,mixed,defect_at_iteration,28
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,22,mixed,defect_at_iteration,27
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,-1,mixed,augmentation_count,23
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,-1,mixed,matching_value,-23723
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,-1,mixed,matching_size,23
C2,50,1,19,HungarianMatcher+BellmanFordStrategy,-1,mixed,wall_clock_ms,0.226801
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,0,mixed,edge_relaxations,50
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,0,mixed,defect_at_iteration,49
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,1,mixed,edge_relaxations,50
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,1,mixed,defect_at_iteration,48
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,2,mixed,edge_relaxations,50
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,2,mixed,defect_at_iteration,47
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,3,mixed,edge_relaxations,47
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,3,mixed,defect_at_iteration,46
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,4,mixed,edge_relaxations,47
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,4,mixed,defect_at_iteration,45
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,5,mixed,edge_relaxations,47
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,5,mixed,defect_at_iteration,44
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,6,mixed,edge_relaxations,45
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,6,mixed,defect_at_iteration,43
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,7,mixed,edge_relaxations,45
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,7,mixed,defect_at_iteration,42
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,8,mixed,edge_relaxations,39
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,8,mixed,defect_at_iteration,41
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,9,mixed,edge_relaxations,35
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,9,mixed,defect_at_iteration,40
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,10,mixed,edge_relaxations,35
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,10,mixed,defect_at_iteration,39
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,11,mixed,edge_relaxations,32
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,11,mixed,defect_at_iteration,38
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,12,mixed,edge_relaxations,30
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,12,mixed,defect_at_iteration,37
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,13,mixed,edge_relaxations,29
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,13,mixed,defect_at_iteration,36
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,14,mixed,edge_relaxations,27
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,14,mixed,defect_at_iteration,35
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,15,mixed,edge_relaxations,27
C2,50,1,19,HungarianMatcher+JohnsonDijkstraStrategy,15,mixed,defect_at_iteration,34
