test_id,n,alpha,rep,algorithm,iteration,weight_regime,metric_name,metric_value
U4,2000,1.6,10,SimpleAugmentingMatcher,-1,na,wall_clock_ms,1698.64
U4,2000,1.6,10,SimpleAugmentingMatcher,-1,na,matching_size,2000
U4,2000,1.6,10,HopcroftKarpMatcher,0,na,paths_found_per_phase,1984
U4,2000,1.6,10,HopcroftKarpMatcher,0,na,bfs_edges_visited,191270
U4,2000,1.6,10,HopcroftKarpMatcher,0,na,dfs_edges_visited,95248
U4,2000,1.6,10,HopcroftKarpMatcher,0,na,defect_at_iteration,16
U4,2000,1.6,10,HopcroftKarpMatcher,1,na,paths_found_per_phase,16
U4,2000,1.6,10,HopcroftKarpMatcher,1,na,bfs_edges_visited,102180
U4,2000,1.6,10,HopcroftKarpMatcher,1,na,dfs_edges_visited,6872
U4,2000,1.6,10,HopcroftKarpMatcher,1,na,defect_at_iteration,0
U4,2000,1.6,10,HopcroftKarpMatcher,-1,na,phase_count,2
U4,2000,1.6,10,HopcroftKarpMatcher,-1,na,main_loop_iters,2
U4,2000,1.6,10,HopcroftKarpMatcher,-1,na,total_bfs_edges_visited,293450
U4,2000,1.6,10,HopcroftKarpMatcher,-1,na,total_edges_visited,395570
U4,2000,1.6,10,HopcroftKarpMatcher,-1,na,matching_size,2000
U4,2000,1.6,10,HopcroftKarpMatcher,-1,na,wall_clock_ms,11.9398
U4,2000,1.6,10,HopcroftKarpMatcher,-1,na,matching_size,2000
